"round";"time";"type";"clientNum";"chamada";"busyServers";"queueSize";"numDelayed";"cumQ";"cumB"
5;2016-05-30 21:38:19;"arrive";17;"A";1;0;3;224;11166
6;2016-05-30 20:00:00;"start";0;"";4;0;0;0;0
6;2016-05-30 20:00:02;"arrive";1;"A";5;0;0;0;8
6;2016-05-30 20:00:28;"depart";-4;"I";4;0;0;0;138
6;2016-05-30 20:01:13;"depart";1;"A";3;0;0;0;318
6;2016-05-30 20:02:29;"depart";-2;"I";2;0;0;0;546
6;2016-05-30 20:05:10;"depart";-3;"I";1;0;0;0;868
6;2016-05-30 20:06:26;"arrive";2;"A";2;0;0;0;944
6;2016-05-30 20:07:36;"arrive";3;"A";3;0;0;0;1084
6;2016-05-30 20:07:45;"arrive";4;"A";4;0;0;0;1111
6;2016-05-30 20:08:01;"arrive";5;"A";5;0;0;0;1175
6;2016-05-30 20:08:31;"depart";5;"A";4;0;0;0;1325
6;2016-05-30 20:09:46;"depart";4;"A";3;0;0;0;1625
6;2016-05-30 20:12:45;"arrive";6;"A";4;0;0;0;2162
6;2016-05-30 20:18:23;"depart";2;"A";3;0;0;0;3514
6;2016-05-30 20:23:13;"depart";6;"A";2;0;0;0;4384
6;2016-05-30 20:26:35;"depart";3;"A";1;0;0;0;4788
6;2016-05-30 20:30:30;"depart";-1;"I";0;0;0;0;5023
6;2016-05-30 21:55:50;"arrive";7;"A";1;0;0;0;5023
7;2016-05-30 20:00:00;"start";0;"";4;0;0;0;0
7;2016-05-30 20:00:03;"arrive";1;"A";5;0;0;0;12
7;2016-05-30 20:00:42;"depart";-3;"I";4;0;0;0;207
7;2016-05-30 20:00:57;"arrive";2;"A";5;0;0;0;267
7;2016-05-30 20:00:59;"arrive";3;"A";6;0;0;0;277
7;2016-05-30 20:01:01;"arrive";4;"A";7;0;0;0;289
7;2016-05-30 20:01:09;"arrive";5;"A";8;0;0;0;345
7;2016-05-30 20:01:39;"depart";-4;"I";7;0;0;0;585
7;2016-05-30 20:01:57;"depart";-1;"I";6;0;0;0;711
7;2016-05-30 20:02:01;"arrive";6;"A";7;0;0;0;735
7;2016-05-30 20:03:11;"arrive";7;"A";8;0;0;0;1225
7;2016-05-30 20:03:18;"arrive";8;"A";9;0;0;0;1281
7;2016-05-30 20:03:57;"arrive";9;"A";9;1;1;0;1632
7;2016-05-30 20:03:59;"arrive";10;"A";9;2;2;2;1650
7;2016-05-30 20:04:46;"arrive";11;"A";9;3;3;96;2073
7;2016-05-30 20:04:52;"arrive";12;"A";9;4;4;114;2127
7;2016-05-30 20:04:54;"depart";5;"A";9;3;4;122;2145
7;2016-05-30 20:04:54;"arrive";13;"A";9;4;5;122;2145
7;2016-05-30 20:04:56;"arrive";14;"A";9;5;6;130;2163
7;2016-05-30 20:05:06;"arrive";15;"A";9;6;7;180;2253
7;2016-05-30 20:05:21;"arrive";16;"A";9;7;8;270;2388
7;2016-05-30 20:05:26;"arrive";17;"A";9;8;9;305;2433
7;2016-05-30 20:05:44;"depart";8;"A";9;7;9;449;2595
7;2016-05-30 20:06:06;"depart";9;"A";9;6;9;603;2793
7;2016-05-30 20:06:38;"depart";7;"A";9;5;9;795;3081
7;2016-05-30 20:06:43;"depart";12;"A";9;4;9;820;3126
7;2016-05-30 20:06:59;"depart";4;"A";9;3;9;884;3270
7;2016-05-30 20:07:50;"depart";14;"A";9;2;9;1037;3729
7;2016-05-30 20:07:58;"depart";11;"A";9;1;9;1053;3801
7;2016-05-30 20:08:56;"depart";10;"A";9;0;9;1111;4323
7;2016-05-30 20:08:59;"depart";15;"A";8;0;9;1111;4350
7;2016-05-30 20:09:15;"depart";-2;"I";7;0;9;1111;4478
7;2016-05-30 20:11:30;"depart";13;"A";6;0;9;1111;5423
7;2016-05-30 20:11:35;"depart";6;"A";5;0;9;1111;5453
7;2016-05-30 20:13:09;"depart";2;"A";4;0;9;1111;5923
7;2016-05-30 20:21:58;"depart";3;"A";3;0;9;1111;8039
7;2016-05-30 20:26:17;"depart";17;"A";2;0;9;1111;8816
7;2016-05-30 20:26:47;"depart";16;"A";1;0;9;1111;8876
7;2016-05-30 20:45:40;"arrive";18;"A";2;0;9;1111;10009
7;2016-05-30 20:45:55;"arrive";19;"A";3;0;9;1111;10039
7;2016-05-30 20:46:20;"arrive";20;"A";4;0;9;1111;10114
7;2016-05-30 20:46:56;"arrive";21;"A";5;0;9;1111;10258
7;2016-05-30 20:46:58;"arrive";22;"A";6;0;9;1111;10268
7;2016-05-30 20:47:35;"depart";21;"A";5;0;9;1111;10490
7;2016-05-30 20:47:39;"arrive";23;"A";6;0;9;1111;10510
7;2016-05-30 20:48:19;"depart";23;"A";5;0;9;1111;10750
7;2016-05-30 20:49:13;"depart";20;"A";4;0;9;1111;11020
7;2016-05-30 20:53:21;"arrive";24;"A";5;0;9;1111;12012
7;2016-05-30 20:53:25;"arrive";25;"A";6;0;9;1111;12032
7;2016-05-30 20:53:37;"arrive";26;"A";7;0;9;1111;12104
7;2016-05-30 20:53:48;"arrive";27;"A";8;0;9;1111;12181
7;2016-05-30 20:54:13;"arrive";28;"A";9;0;9;1111;12381
7;2016-05-30 20:54:21;"depart";26;"A";8;0;9;1111;12453
7;2016-05-30 20:54:31;"depart";1;"A";7;0;9;1111;12533
7;2016-05-30 20:54:32;"depart";24;"A";6;0;9;1111;12540
7;2016-05-30 20:54:51;"arrive";29;"A";7;0;9;1111;12654
7;2016-05-30 20:56:46;"depart";19;"A";6;0;9;1111;13459
7;2016-05-30 20:57:03;"depart";27;"A";5;0;9;1111;13561
7;2016-05-30 20:57:11;"depart";18;"A";4;0;9;1111;13601
7;2016-05-30 20:58:04;"depart";29;"A";3;0;9;1111;13813
7;2016-05-30 21:04:10;"arrive";30;"A";4;0;9;1111;14911
8;2016-05-30 20:00:00;"start";0;"";4;0;0;0;0
8;2016-05-30 20:00:31;"arrive";1;"A";5;0;0;0;124
8;2016-05-30 20:00:05;"depart";-1;"I";4;0;0;0;-6
8;2016-05-30 20:02:48;"arrive";2;"A";5;0;0;0;646
8;2016-05-30 20:03:22;"arrive";3;"A";6;0;0;0;816
8;2016-05-30 20:03:25;"arrive";4;"A";7;0;0;0;834
8;2016-05-30 20:03:41;"depart";1;"A";6;0;0;0;946
8;2016-05-30 20:03:42;"arrive";5;"A";7;0;0;0;952
8;2016-05-30 20:04:43;"depart";-2;"I";6;0;0;0;1379
8;2016-05-30 20:04:44;"arrive";6;"A";7;0;0;0;1385
8;2016-05-30 20:04:49;"arrive";7;"A";8;0;0;0;1420
8;2016-05-30 20:05:34;"arrive";8;"A";9;0;0;0;1780
8;2016-05-30 20:05:36;"depart";7;"A";8;0;0;0;1798
8;2016-05-30 20:06:36;"depart";6;"A";7;0;0;0;2278
8;2016-05-30 20:06:41;"arrive";9;"A";8;0;0;0;2313
8;2016-05-30 20:06:54;"depart";8;"A";7;0;0;0;2417
8;2016-05-30 20:07:15;"depart";4;"A";6;0;0;0;2564
8;2016-05-30 20:07:36;"arrive";10;"A";7;0;0;0;2690
8;2016-05-30 20:07:46;"arrive";11;"A";8;0;0;0;2760
8;2016-05-30 20:08:36;"arrive";12;"A";9;0;0;0;3160
8;2016-05-30 20:09:59;"depart";9;"A";8;0;0;0;3907
8;2016-05-30 20:10:37;"depart";11;"A";7;0;0;0;4211
8;2016-05-30 20:13:08;"depart";2;"A";6;0;0;0;5268
8;2016-05-30 20:14:17;"depart";5;"A";5;0;0;0;5682
8;2016-05-30 20:21:35;"depart";3;"A";4;0;0;0;7872
8;2016-05-30 20:24:42;"depart";-3;"I";3;0;0;0;8620
8;2016-05-30 20:29:31;"depart";12;"A";2;0;0;0;9487
8;2016-05-30 20:43:47;"depart";-4;"I";1;0;0;0;11199
8;2016-05-30 20:48:25;"depart";10;"A";0;0;0;0;11477
8;2016-05-30 22:14:45;"arrive";13;"A";1;0;0;0;11477
9;2016-05-30 20:00:00;"start";0;"";4;0;0;0;0
9;2016-05-30 20:00:32;"arrive";1;"A";5;0;0;0;128
9;2016-05-30 20:00:58;"arrive";2;"A";6;0;0;0;258
9;2016-05-30 20:01:03;"arrive";3;"A";7;0;0;0;288
9;2016-05-30 20:01:07;"arrive";4;"A";8;0;0;0;316
9;2016-05-30 20:01:10;"arrive";5;"A";9;0;0;0;340
9;2016-05-30 20:01:37;"depart";2;"A";8;0;0;0;583
9;2016-05-30 20:01:43;"depart";3;"A";7;0;0;0;631
9;2016-05-30 20:03:35;"depart";-3;"I";6;0;0;0;1415
9;2016-05-30 20:06:26;"depart";-4;"I";5;0;0;0;2441
9;2016-05-30 20:06:52;"depart";4;"A";4;0;0;0;2571
9;2016-05-30 20:07:04;"arrive";6;"A";5;0;0;0;2619
9;2016-05-30 20:07:22;"depart";-2;"I";4;0;0;0;2709
9;2016-05-30 20:07:27;"arrive";7;"A";5;0;0;0;2729
9;2016-05-30 20:07:37;"depart";6;"A";4;0;0;0;2779
9;2016-05-30 20:07:37;"arrive";8;"A";5;0;0;0;2779
9;2016-05-30 20:08:07;"arrive";9;"A";6;0;0;0;2929
9;2016-05-30 20:08:56;"depart";1;"A";5;0;0;0;3223
9;2016-05-30 20:15:45;"depart";7;"A";4;0;0;0;5268
9;2016-05-30 20:20:45;"depart";-1;"I";3;0;0;0;6468
9;2016-05-30 20:24:01;"depart";5;"A";2;0;0;0;7056
9;2016-05-30 20:27:40;"depart";9;"A";1;0;0;0;7494
9;2016-05-30 20:30:58;"depart";8;"A";0;0;0;0;7692
9;2016-05-31 01:03:28;"arrive";10;"A";1;0;0;0;7692
10;2016-05-30 20:00:00;"start";0;"";4;0;0;0;0
10;2016-05-30 20:03:12;"arrive";1;"A";5;0;0;0;768
10;2016-05-30 20:00:36;"depart";-1;"I";4;0;0;0;-12
10;2016-05-30 20:00:54;"depart";-3;"I";3;0;0;0;60
10;2016-05-30 20:04:33;"depart";1;"A";2;0;0;0;717
10;2016-05-30 20:05:31;"depart";-2;"I";1;0;0;0;833
10;2016-05-30 20:09:20;"arrive";2;"A";2;0;0;0;1062
10;2016-05-30 20:09:26;"arrive";3;"A";3;0;0;0;1074
10;2016-05-30 20:09:34;"depart";-4;"I";2;0;0;0;1098
10;2016-05-30 20:10:01;"depart";3;"A";1;0;0;0;1152
10;2016-05-30 20:16:53;"arrive";4;"A";2;0;0;0;1564
10;2016-05-30 20:17:21;"arrive";5;"A";3;0;0;0;1620
10;2016-05-30 20:18:59;"arrive";6;"A";4;0;0;0;1914
10;2016-05-30 20:19:04;"arrive";7;"A";5;0;0;0;1934
10;2016-05-30 20:19:09;"arrive";8;"A";6;0;0;0;1959
10;2016-05-30 20:19:29;"arrive";9;"A";7;0;0;0;2079
10;2016-05-30 20:19:33;"arrive";10;"A";8;0;0;0;2107
10;2016-05-30 20:21:01;"depart";9;"A";7;0;0;0;2811
10;2016-05-30 20:21:08;"depart";5;"A";6;0;0;0;2860
10;2016-05-30 20:21:08;"arrive";11;"A";7;0;0;0;2860
10;2016-05-30 20:21:10;"arrive";12;"A";8;0;0;0;2874
10;2016-05-30 20:21:12;"arrive";13;"A";9;0;0;0;2890
10;2016-05-30 20:21:52;"arrive";14;"A";9;1;1;0;3250
10;2016-05-30 20:21:54;"arrive";15;"A";9;2;2;2;3268
10;2016-05-30 20:21:58;"arrive";16;"A";9;3;3;10;3304
10;2016-05-30 20:22:37;"arrive";17;"A";9;4;4;127;3655
10;2016-05-30 20:22:39;"arrive";18;"A";9;5;5;135;3673
10;2016-05-30 20:22:42;"arrive";19;"A";9;6;6;150;3700
10;2016-05-30 20:23:32;"depart";12;"A";9;5;6;450;4150
10;2016-05-30 20:23:37;"depart";10;"A";9;4;6;475;4195
10;2016-05-30 20:24:16;"depart";2;"A";9;3;6;631;4546
10;2016-05-30 20:28:58;"depart";8;"A";9;2;6;1477;7084
10;2016-05-30 20:30:05;"arrive";20;"A";9;3;7;1611;7687
10;2016-05-30 20:30:09;"arrive";21;"A";9;4;8;1623;7723
10;2016-05-30 20:30:49;"depart";11;"A";9;3;8;1783;8083
10;2016-05-30 20:31:26;"arrive";22;"A";9;4;9;1894;8416
10;2016-05-30 20:31:30;"depart";6;"A";9;3;9;1910;8452
10;2016-05-30 20:31:31;"arrive";23;"A";9;4;10;1913;8461
10;2016-05-30 20:31:45;"arrive";24;"AP";9;5;11;1969;8587
10;2016-05-30 20:31:47;"arrive";25;"A";9;6;12;1979;8605
10;2016-05-30 20:31:51;"arrive";26;"A";9;7;13;2003;8641
10;2016-05-30 20:32:52;"arrive";27;"A";9;8;14;2430;9190
10;2016-05-30 20:33:03;"depart";16;"A";9;7;14;2518;9289
10;2016-05-30 20:33:56;"depart";15;"A";9;6;14;2889;9766
10;2016-05-30 20:35:09;"arrive";28;"A";9;7;15;3327;10423
10;2016-05-30 20:35:11;"arrive";29;"A";9;8;16;3341;10441
10;2016-05-30 20:36:00;"depart";24;"AP";9;7;16;3733;10882
10;2016-05-30 20:36:09;"depart";21;"A";9;6;16;3796;10963
10;2016-05-30 20:36:15;"depart";18;"A";9;5;16;3832;11017
10;2016-05-30 20:36:18;"depart";23;"A";9;4;16;3847;11044
10;2016-05-30 20:37:38;"depart";17;"A";9;3;16;4167;11764
10;2016-05-30 20:37:55;"depart";26;"A";9;2;16;4218;11917
10;2016-05-30 20:38:24;"depart";22;"A";9;1;16;4276;12178
10;2016-05-30 20:38:57;"depart";19;"A";9;0;16;4309;12475
10;2016-05-30 20:40:07;"depart";27;"A";8;0;16;4309;13105
10;2016-05-30 20:40:14;"arrive";30;"A";9;0;16;4309;13161
10;2016-05-30 20:40:15;"depart";29;"A";8;0;16;4309;13170
10;2016-05-30 20:40:16;"arrive";31;"A";9;0;16;4309;13178
10;2016-05-30 20:40:26;"arrive";32;"A";9;1;17;4309;13268
10;2016-05-30 20:40:47;"depart";25;"A";9;0;17;4330;13457
10;2016-05-30 20:41:01;"depart";30;"A";8;0;17;4330;13583
10;2016-05-30 20:41:14;"depart";4;"A";7;0;17;4330;13687
10;2016-05-30 20:41:49;"depart";28;"A";6;0;17;4330;13932
10;2016-05-30 20:42:17;"depart";14;"A";5;0;17;4330;14100
10;2016-05-30 20:43:54;"depart";32;"A";4;0;17;4330;14585
10;2016-05-30 20:45:07;"depart";31;"A";3;0;17;4330;14877
10;2016-05-30 20:45:49;"depart";20;"A";2;0;17;4330;15003
10;2016-05-30 20:54:12;"depart";13;"A";1;0;17;4330;16009
10;2016-05-30 21:02:55;"arrive";33;"A";2;0;17;4330;16532
